id,domain,canonical_term,aliases,related_diagnosis_codes,related_issue_types,related_source_areas,search_boost_keywords,notes
"RKA125","issue_type","보험사고 인과관계","보험사고 인과관계;보험사고 인과관계 관련 표현;보험사고 인과관계 쟁점;보험사고 인과관계 보험금;보험사고 인과관계 부지급;보험사고 인과관계 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험사고 인과관계;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA126","issue_type","치료목적","치료목적;치료목적 관련 표현;치료목적 쟁점;치료목적 보험금;치료목적 부지급;치료목적 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;치료목적;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA127","issue_type","입원 필요성","입원 필요성;입원 필요성 관련 표현;입원 필요성 쟁점;입원 필요성 보험금;입원 필요성 부지급;입원 필요성 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;입원 필요성;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA128","issue_type","직접치료","직접치료;직접치료 관련 표현;직접치료 쟁점;직접치료 보험금;직접치료 부지급;직접치료 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;직접치료;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA129","issue_type","비급여 적정성","비급여 적정성;비급여 적정성 관련 표현;비급여 적정성 쟁점;비급여 적정성 보험금;비급여 적정성 부지급;비급여 적정성 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;비급여 적정성;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA130","issue_type","중복보상","중복보상;중복보상 관련 표현;중복보상 쟁점;중복보상 보험금;중복보상 부지급;중복보상 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;중복보상;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA131","issue_type","장해지급률","장해지급률;장해지급률 관련 표현;장해지급률 쟁점;장해지급률 보험금;장해지급률 부지급;장해지급률 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;장해지급률;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA132","issue_type","기왕증 기여도","기왕증 기여도;기왕증 기여도 관련 표현;기왕증 기여도 쟁점;기왕증 기여도 보험금;기왕증 기여도 부지급;기왕증 기여도 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;기왕증 기여도;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA133","issue_type","상해성 여부","상해성 여부;상해성 여부 관련 표현;상해성 여부 쟁점;상해성 여부 보험금;상해성 여부 부지급;상해성 여부 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;상해성 여부;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA134","issue_type","진단확정","진단확정;진단확정 관련 표현;진단확정 쟁점;진단확정 보험금;진단확정 부지급;진단확정 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진단확정;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA135","issue_type","질병분류","질병분류;질병분류 관련 표현;질병분류 쟁점;질병분류 보험금;질병분류 부지급;질병분류 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;질병분류;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA136","issue_type","책임개시","책임개시;책임개시 관련 표현;책임개시 쟁점;책임개시 보험금;책임개시 부지급;책임개시 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;책임개시;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA137","issue_type","면책약관","면책약관;면책약관 관련 표현;면책약관 쟁점;면책약관 보험금;면책약관 부지급;면책약관 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;면책약관;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA138","issue_type","설명의무","설명의무;설명의무 관련 표현;설명의무 쟁점;설명의무 보험금;설명의무 부지급;설명의무 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;설명의무;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA139","issue_type","과실비율","과실비율;과실비율 관련 표현;과실비율 쟁점;과실비율 보험금;과실비율 부지급;과실비율 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;과실비율;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA140","issue_type","손해액 산정","손해액 산정;손해액 산정 관련 표현;손해액 산정 쟁점;손해액 산정 보험금;손해액 산정 부지급;손해액 산정 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;손해액 산정;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA141","source_area_hint","legal_statutes","legal_statutes;legal_statutes 관련 표현;legal_statutes 쟁점;legal_statutes 보험금;legal_statutes 부지급;legal_statutes 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;legal_statutes;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA142","source_area_hint","fss_dispute_cases","fss_dispute_cases;fss_dispute_cases 관련 표현;fss_dispute_cases 쟁점;fss_dispute_cases 보험금;fss_dispute_cases 부지급;fss_dispute_cases 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;fss_dispute_cases;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA143","source_area_hint","medical_knowledge","medical_knowledge;medical_knowledge 관련 표현;medical_knowledge 쟁점;medical_knowledge 보험금;medical_knowledge 부지급;medical_knowledge 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;medical_knowledge;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA144","source_area_hint","terms_standards","terms_standards;terms_standards 관련 표현;terms_standards 쟁점;terms_standards 보험금;terms_standards 부지급;terms_standards 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;terms_standards;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA145","source_area_hint","precedents","precedents;precedents 관련 표현;precedents 쟁점;precedents 보험금;precedents 부지급;precedents 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;precedents;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA146","source_area_hint","issue_playbooks","issue_playbooks;issue_playbooks 관련 표현;issue_playbooks 쟁점;issue_playbooks 보험금;issue_playbooks 부지급;issue_playbooks 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;issue_playbooks;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA147","source_area_hint","상법 근거","상법 근거;상법 근거 관련 표현;상법 근거 쟁점;상법 근거 보험금;상법 근거 부지급;상법 근거 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;상법 근거;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA148","source_area_hint","분쟁조정례 검색","분쟁조정례 검색;분쟁조정례 검색 관련 표현;분쟁조정례 검색 쟁점;분쟁조정례 검색 보험금;분쟁조정례 검색 부지급;분쟁조정례 검색 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;분쟁조정례 검색;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA149","source_area_hint","의료지식 검색","의료지식 검색;의료지식 검색 관련 표현;의료지식 검색 쟁점;의료지식 검색 보험금;의료지식 검색 부지급;의료지식 검색 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;의료지식 검색;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA150","source_area_hint","약관 원문 검색","약관 원문 검색;약관 원문 검색 관련 표현;약관 원문 검색 쟁점;약관 원문 검색 보험금;약관 원문 검색 부지급;약관 원문 검색 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;약관 원문 검색;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA151","source_area_hint","판례 유형 검색","판례 유형 검색;판례 유형 검색 관련 표현;판례 유형 검색 쟁점;판례 유형 검색 보험금;판례 유형 검색 부지급;판례 유형 검색 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;판례 유형 검색;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA152","source_area_hint","내부 플레이북","내부 플레이북;내부 플레이북 관련 표현;내부 플레이북 쟁점;내부 플레이북 보험금;내부 플레이북 부지급;내부 플레이북 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;내부 플레이북;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA153","source_area_hint","검색 키워드 확장","검색 키워드 확장;검색 키워드 확장 관련 표현;검색 키워드 확장 쟁점;검색 키워드 확장 보험금;검색 키워드 확장 부지급;검색 키워드 확장 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;검색 키워드 확장;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA154","source_area_hint","쟁점 분류","쟁점 분류;쟁점 분류 관련 표현;쟁점 분류 쟁점;쟁점 분류 보험금;쟁점 분류 부지급;쟁점 분류 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;쟁점 분류;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA155","source_area_hint","추가자료 체크리스트","추가자료 체크리스트;추가자료 체크리스트 관련 표현;추가자료 체크리스트 쟁점;추가자료 체크리스트 보험금;추가자료 체크리스트 부지급;추가자료 체크리스트 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;추가자료 체크리스트;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA156","source_area_hint","공식근거 확인","공식근거 확인;공식근거 확인 관련 표현;공식근거 확인 쟁점;공식근거 확인 보험금;공식근거 확인 부지급;공식근거 확인 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;공식근거 확인;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA157","source_area_hint","인용 금지","인용 금지;인용 금지 관련 표현;인용 금지 쟁점;인용 금지 보험금;인용 금지 부지급;인용 금지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;인용 금지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA158","source_area_hint","사람 검토 필요","사람 검토 필요;사람 검토 필요 관련 표현;사람 검토 필요 쟁점;사람 검토 필요 보험금;사람 검토 필요 부지급;사람 검토 필요 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;사람 검토 필요;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA159","source_area_hint","검색 보조","검색 보조;검색 보조 관련 표현;검색 보조 쟁점;검색 보조 보험금;검색 보조 부지급;검색 보조 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;검색 보조;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA160","source_area_hint","유사사례","유사사례;유사사례 관련 표현;유사사례 쟁점;유사사례 보험금;유사사례 부지급;유사사례 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;유사사례;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA161","document_checklist","청약서","청약서;청약서 관련 표현;청약서 쟁점;청약서 보험금;청약서 부지급;청약서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;청약서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA162","document_checklist","알릴의무 질문표","알릴의무 질문표;알릴의무 질문표 관련 표현;알릴의무 질문표 쟁점;알릴의무 질문표 보험금;알릴의무 질문표 부지급;알릴의무 질문표 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;알릴의무 질문표;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA163","document_checklist","보험증권","보험증권;보험증권 관련 표현;보험증권 쟁점;보험증권 보험금;보험증권 부지급;보험증권 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험증권;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA164","document_checklist","보험약관","보험약관;보험약관 관련 표현;보험약관 쟁점;보험약관 보험금;보험약관 부지급;보험약관 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험약관;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA165","document_checklist","해지 통지서","해지 통지서;해지 통지서 관련 표현;해지 통지서 쟁점;해지 통지서 보험금;해지 통지서 부지급;해지 통지서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;해지 통지서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA166","document_checklist","부지급 안내문","부지급 안내문;부지급 안내문 관련 표현;부지급 안내문 쟁점;부지급 안내문 보험금;부지급 안내문 부지급;부지급 안내문 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;부지급 안내문;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA167","document_checklist","보험금 청구서","보험금 청구서;보험금 청구서 관련 표현;보험금 청구서 쟁점;보험금 청구서 보험금;보험금 청구서 부지급;보험금 청구서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험금 청구서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA168","document_checklist","동의서","동의서;동의서 관련 표현;동의서 쟁점;동의서 보험금;동의서 부지급;동의서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;동의서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA169","document_checklist","진료비 영수증","진료비 영수증;진료비 영수증 관련 표현;진료비 영수증 쟁점;진료비 영수증 보험금;진료비 영수증 부지급;진료비 영수증 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진료비 영수증;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA170","document_checklist","진료비 세부내역서","진료비 세부내역서;진료비 세부내역서 관련 표현;진료비 세부내역서 쟁점;진료비 세부내역서 보험금;진료비 세부내역서 부지급;진료비 세부내역서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진료비 세부내역서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA171","document_checklist","진료확인서","진료확인서;진료확인서 관련 표현;진료확인서 쟁점;진료확인서 보험금;진료확인서 부지급;진료확인서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진료확인서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA172","document_checklist","입원확인서","입원확인서;입원확인서 관련 표현;입원확인서 쟁점;입원확인서 보험금;입원확인서 부지급;입원확인서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;입원확인서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA173","document_checklist","검사 CD","검사 CD;검사 CD 관련 표현;검사 CD 쟁점;검사 CD 보험금;검사 CD 부지급;검사 CD 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;검사 CD;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA174","document_checklist","영상 판독지","영상 판독지;영상 판독지 관련 표현;영상 판독지 쟁점;영상 판독지 보험금;영상 판독지 부지급;영상 판독지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;영상 판독지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA175","document_checklist","병리 슬라이드","병리 슬라이드;병리 슬라이드 관련 표현;병리 슬라이드 쟁점;병리 슬라이드 보험금;병리 슬라이드 부지급;병리 슬라이드 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;병리 슬라이드;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA176","document_checklist","투약내역","투약내역;투약내역 관련 표현;투약내역 쟁점;투약내역 보험금;투약내역 부지급;투약내역 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;투약내역;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA177","document_checklist","건강검진 결과지","건강검진 결과지;건강검진 결과지 관련 표현;건강검진 결과지 쟁점;건강검진 결과지 보험금;건강검진 결과지 부지급;건강검진 결과지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;건강검진 결과지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA178","document_checklist","소견서","소견서;소견서 관련 표현;소견서 쟁점;소견서 보험금;소견서 부지급;소견서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;소견서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA179","document_checklist","사고경위서","사고경위서;사고경위서 관련 표현;사고경위서 쟁점;사고경위서 보험금;사고경위서 부지급;사고경위서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;사고경위서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA180","document_checklist","손해사정서","손해사정서;손해사정서 관련 표현;손해사정서 쟁점;손해사정서 보험금;손해사정서 부지급;손해사정서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;손해사정서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA181","search_boost","1회 통원","1회 통원;1회 통원 관련 표현;1회 통원 쟁점;1회 통원 보험금;1회 통원 부지급;1회 통원 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;1회 통원;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA182","search_boost","정밀검사 없음","정밀검사 없음;정밀검사 없음 관련 표현;정밀검사 없음 쟁점;정밀검사 없음 보험금;정밀검사 없음 부지급;정밀검사 없음 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;정밀검사 없음;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA183","search_boost","장기투약 없음","장기투약 없음;장기투약 없음 관련 표현;장기투약 없음 쟁점;장기투약 없음 보험금;장기투약 없음 부지급;장기투약 없음 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;장기투약 없음;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA184","search_boost","재검 권유","재검 권유;재검 권유 관련 표현;재검 권유 쟁점;재검 권유 보험금;재검 권유 부지급;재검 권유 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;재검 권유;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA185","search_boost","추적관찰","추적관찰;추적관찰 관련 표현;추적관찰 쟁점;추적관찰 보험금;추적관찰 부지급;추적관찰 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;추적관찰;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
